participant_id,choice_type,choice_id,third_alternative,Ax,Ay,Bx,By,Tx,Ty,choice
93,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
130,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
130,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,B
130,similarity,025,Sa,1309.0,-1.35,1923.0,-2.5,1911.0,-2.48,A
130,pairwise,011,,4.5,77.0,7.2,56.0,,,A
130,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
130,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
146,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,T
146,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
146,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,T
146,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
146,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
146,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
23,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
23,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
23,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
23,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,B
23,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,B
23,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,T
201,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
201,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,A
201,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,A
201,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
201,pairwise,016,,26.0,9.0,33.0,5.0,,,B
201,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
199,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
199,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
199,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
199,pairwise,016,,26.0,9.0,33.0,5.0,,,B
199,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,A
199,compromise,036,Ca,407.0,-2.58,452.0,-2.85,363.0,-2.32,A
183,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
183,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,B
183,pairwise,016,,26.0,9.0,33.0,5.0,,,B
183,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
183,pairwise,011,,4.5,77.0,7.2,56.0,,,A
183,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
62,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
62,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
62,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
62,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,T
62,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,A
62,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,B
283,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
283,pairwise,016,,26.0,9.0,33.0,5.0,,,A
283,attraction,026,Db,-64.7,325.0,-39.3,203.0,-45.6,172.0,B
283,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
283,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
283,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
299,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,B
299,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
299,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
299,pairwise,016,,26.0,9.0,33.0,5.0,,,A
299,pairwise,011,,4.5,77.0,7.2,56.0,,,A
299,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,T
253,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,T
253,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,T
253,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,A
253,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
253,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
253,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
89,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,A
89,pairwise,011,,4.5,77.0,7.2,56.0,,,A
89,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,T
89,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
89,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
89,pairwise,016,,26.0,9.0,33.0,5.0,,,B
109,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
109,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
109,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
109,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,A
109,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
109,attraction,026,Db,-64.7,325.0,-39.3,203.0,-45.6,172.0,B
127,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,B
127,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
127,pairwise,011,,4.5,77.0,7.2,56.0,,,A
127,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,T
127,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
127,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
346,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
346,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
346,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
346,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,B
346,pairwise,011,,4.5,77.0,7.2,56.0,,,B
346,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,B
191,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,B
191,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
191,pairwise,016,,26.0,9.0,33.0,5.0,,,A
191,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,T
191,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,B
191,pairwise,011,,4.5,77.0,7.2,56.0,,,A
257,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
257,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,T
257,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,T
257,pairwise,011,,4.5,77.0,7.2,56.0,,,A
257,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
257,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
84,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,B
84,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
84,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
84,similarity,018,Sa,3.04,-4.97,5.62,-7.83,5.57,-7.77,A
84,pairwise,011,,4.5,77.0,7.2,56.0,,,B
84,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,A
119,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
119,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
119,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,B
119,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
119,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,A
119,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
302,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
302,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,T
302,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
302,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
302,pairwise,016,,26.0,9.0,33.0,5.0,,,B
302,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
263,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
263,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,A
263,attraction,025,Da,1309.0,-1.35,1923.0,-2.5,1155.0,-1.64,B
263,similarity,016,Sb,26.0,9.0,33.0,5.0,27.0,8.0,B
263,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
263,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
145,similarity,025,Sa,1309.0,-1.35,1923.0,-2.5,1911.0,-2.48,B
145,pairwise,016,,26.0,9.0,33.0,5.0,,,A
145,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
145,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
145,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,B
145,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
337,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
337,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
337,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,T
337,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
337,similarity,018,Sa,3.04,-4.97,5.62,-7.83,5.57,-7.77,B
337,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
298,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
298,pairwise,016,,26.0,9.0,33.0,5.0,,,A
298,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
298,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
298,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,T
298,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,B
135,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
135,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,T
135,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
135,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,B
135,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
135,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,B
265,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,T
265,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,T
265,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,T
265,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
265,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
265,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
248,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,B
248,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
248,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
248,similarity,016,Sb,26.0,9.0,33.0,5.0,27.0,8.0,B
248,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
248,pairwise,011,,4.5,77.0,7.2,56.0,,,A
215,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,B
215,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,A
215,pairwise,016,,26.0,9.0,33.0,5.0,,,A
215,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
215,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
215,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,T
32,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
32,pairwise,016,,26.0,9.0,33.0,5.0,,,B
32,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
32,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,B
32,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,B
32,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
169,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
169,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
169,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,B
169,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
169,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
169,pairwise,016,,26.0,9.0,33.0,5.0,,,B
180,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
180,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,B
180,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
180,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
180,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,B
180,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
276,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
276,pairwise,016,,26.0,9.0,33.0,5.0,,,A
276,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
276,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,T
276,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,A
276,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
29,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
29,pairwise,011,,4.5,77.0,7.2,56.0,,,B
29,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
29,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,A
29,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,T
29,pairwise,016,,26.0,9.0,33.0,5.0,,,B
221,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
221,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,A
221,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
221,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,B
221,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
221,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,A
219,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
219,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
219,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
219,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
219,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
219,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,B
289,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
289,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,B
289,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,A
289,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
289,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,B
289,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
100,pairwise,011,,4.5,77.0,7.2,56.0,,,B
100,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,T
100,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
100,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
100,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
100,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,A
325,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
325,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
325,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
325,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
325,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,T
325,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
57,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
57,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,T
57,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
57,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,B
57,pairwise,011,,4.5,77.0,7.2,56.0,,,A
57,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,A
194,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,A
194,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
194,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
194,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,T
194,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
194,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
69,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,A
69,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
69,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
69,pairwise,011,,4.5,77.0,7.2,56.0,,,A
69,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
69,pairwise,016,,26.0,9.0,33.0,5.0,,,B
147,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
147,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,T
147,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,B
147,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
147,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
147,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,T
322,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
322,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
322,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,B
322,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
322,compromise,036,Ca,407.0,-2.58,452.0,-2.85,363.0,-2.32,B
322,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
307,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
307,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,T
307,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
307,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,B
307,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
307,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,A
120,pairwise,011,,4.5,77.0,7.2,56.0,,,A
120,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
120,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,B
120,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
120,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
120,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,A
3,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
3,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,B
3,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,B
3,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
3,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
3,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,B
181,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
181,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
181,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
181,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
181,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,B
181,attraction,015,Da,-9.49,356.0,-6.49,259.0,-10.24,332.0,A
207,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,A
207,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,T
207,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
207,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,B
207,pairwise,016,,26.0,9.0,33.0,5.0,,,A
207,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
342,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
342,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,B
342,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
342,pairwise,016,,26.0,9.0,33.0,5.0,,,A
342,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
342,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,B
102,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
102,pairwise,011,,4.5,77.0,7.2,56.0,,,A
102,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
102,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,B
102,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,B
102,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
9,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
9,pairwise,016,,26.0,9.0,33.0,5.0,,,B
9,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
9,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
9,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,A
9,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
243,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
243,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,B
243,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
243,pairwise,011,,4.5,77.0,7.2,56.0,,,A
243,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,B
243,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
343,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,A
343,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
343,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,B
343,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
343,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
343,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
297,pairwise,011,,4.5,77.0,7.2,56.0,,,B
297,compromise,036,Ca,407.0,-2.58,452.0,-2.85,363.0,-2.32,B
297,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,A
297,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
297,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,B
297,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
116,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,A
116,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
116,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,A
116,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
116,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,T
116,pairwise,011,,4.5,77.0,7.2,56.0,,,B
326,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
326,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
326,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,B
326,pairwise,016,,26.0,9.0,33.0,5.0,,,B
326,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
326,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
192,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,A
192,attraction,018,Db,3.04,-4.97,5.62,-7.83,4.98,-8.55,A
192,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
192,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
192,pairwise,016,,26.0,9.0,33.0,5.0,,,B
192,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,B
198,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
198,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
198,pairwise,016,,26.0,9.0,33.0,5.0,,,B
198,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,B
198,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,T
198,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,A
41,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
41,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
41,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,A
41,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
41,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
41,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
36,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,A
36,pairwise,016,,26.0,9.0,33.0,5.0,,,B
36,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,A
36,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
36,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,T
36,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
24,pairwise,011,,4.5,77.0,7.2,56.0,,,A
24,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,B
24,attraction,018,Db,3.04,-4.97,5.62,-7.83,4.98,-8.55,B
24,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,A
24,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
24,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
261,pairwise,011,,4.5,77.0,7.2,56.0,,,B
261,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,B
261,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,T
261,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,A
261,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
261,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
105,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
105,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
105,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,B
105,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
105,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
105,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,B
64,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
64,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
64,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
64,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
64,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
64,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
66,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,B
66,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,A
66,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
66,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
66,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,A
66,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
21,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
21,compromise,036,Ca,407.0,-2.58,452.0,-2.85,363.0,-2.32,A
